shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,order_id,order_date,shipping_date,order_country,delivery_status,benefit_per_order,order_item_profit_ratio,shipping_delay_days,days_for_shipping_real,order_year,order_month.1,order_day_of_week,is_profitable,latitude,longitude
Same Day,South KPK,KPK,Medical Supplies,Health,Corporate,DEBIT,0,2,0.3,60188.74,84264.24,42132.12,0,1,10,5,0.5953805774278215,0.5967233774417139,0.4316920322291853,61174,2022-05-25 10:55:00,2022-05-28 10:55:00,Mardan,Late delivery,33048.43,0.3922,3,3,2022,5,2,1,-39.0759,-100.5163
Same Day,Capital Territory,Federal,Cameras,Electronics,Home Office,PAYMENT,1,2,0.032,276166.9,534659.12,267329.56,1,1,3,5,0.7340503544365681,0.7377613776137761,0.4316920322291853,35722,2021-05-02 03:16:00,2021-05-04 03:16:00,Islamabad,Late delivery,63677.9,0.1191,1,2,2021,5,6,1,-31.3427,32.1356
Same Day,Central Punjab,Punjab,Tools & Equipment,Automotive,Corporate,PAYMENT,0,2,0.068,215872.89,402387.07,201193.54,0,1,17,12,0.4820809248554913,0.479179810725552,0.4316920322291853,47134,2023-12-18 17:26:00,2023-12-19 17:26:00,Faisalabad,Shipping on time,61444.51,0.1527,1,1,2023,12,0,1,-41.1962,-135.155
Standard Class,Rural Sindh,Sindh,Kitchen,Home & Garden,Consumer,PAYMENT,6,3,0.093,181511.1,493891.7,164630.57,0,1,2,10,0.5224103055466837,0.5220072294280247,0.7366829702089818,48407,2021-10-29 02:04:00,2021-11-04 02:04:00,Hyderabad,Shipping on time,107026.33,0.2167,0,6,2021,10,4,1,-18.1657,-30.1476
First Class,South Punjab,Punjab,Kitchen,Home & Garden,Corporate,DEBIT,2,3,0.132,14491.74,37736.49,12578.83,1,1,17,2,0.4820809248554913,0.487797147385103,0.5351926799225761,58114,2024-02-10 17:45:00,2024-02-15 17:45:00,Multan,Late delivery,6720.87,0.1781,3,5,2024,2,5,1,-57.3479,38.2174
Same Day,Urban Sindh,Sindh,Cameras,Electronics,Corporate,CASH,1,2,0.205,9565.17,15208.62,7604.31,0,1,8,12,0.5224103055466837,0.522814498933902,0.4316920322291853,67954,2021-12-22 08:42:00,2021-12-26 08:42:00,Larkana,Shipping on time,5826.42,0.3831,3,4,2021,12,2,1,57.4778,-13.1116
First Class,Capital Territory,Federal,Music,Books & Media,Home Office,PAYMENT,2,5,0.284,59571.81,213267.08,42653.42,0,1,15,12,0.7340503544365681,0.7377613776137761,0.5351926799225761,10275,2023-12-18 15:23:00,2023-12-22 15:23:00,Islamabad,Late delivery,20921.5,0.0981,2,4,2023,12,0,1,-6.1077,-62.7439
First Class,North Balochistan,Balochistan,Personal Care,Health,Home Office,CASH,3,5,0.062,232069.08,1088403.99,217680.8,0,1,7,12,0.6475729301995985,0.655679392933365,0.5351926799225761,40750,2023-12-20 07:54:00,2023-12-28 07:54:00,Chaman,Shipping on time,302685.15,0.2781,5,8,2023,12,2,1,37.2786,145.2767
First Class,North KPK,KPK,Car Accessories,Automotive,Home Office,CASH,3,3,0.142,212643.82,547345.19,182448.4,0,1,23,2,0.5953805774278215,0.5940386230058774,0.5351926799225761,41275,2021-02-22 23:32:00,2021-02-28 23:32:00,Kohat,Shipping on time,35522.7,0.0649,3,6,2021,2,0,1,25.5219,-24.4093
First Class,Central Punjab,Punjab,Footwear,Clothing,Home Office,DEBIT,2,4,0.005,89465.07,356070.98,89017.74,0,1,2,7,0.4820809248554913,0.479179810725552,0.5351926799225761,87376,2024-07-25 02:58:00,2024-07-30 02:58:00,Multan,Shipping on time,46787.73,0.1314,3,5,2024,7,3,1,55.0273,6.7046
Same Day,Northern Areas,Federal,Mobiles & Tablets,Electronics,Corporate,PAYMENT,0,1,0.182,139919.35,114454.03,114454.03,0,1,3,5,0.7340503544365681,0.7303862035462716,0.4316920322291853,92421,2024-05-28 03:56:00,2024-05-31 03:56:00,Islamabad,Shipping on time,19468.63,0.1701,3,3,2024,5,1,1,-12.6963,127.8259
Same Day,North KPK,KPK,Snacks,Food,Corporate,TRANSFER,0,1,0.315,199145.8,136414.87,136414.87,0,1,11,6,0.5953805774278215,0.5940386230058774,0.4316920322291853,28191,2021-06-21 11:37:00,2021-06-24 11:37:00,Abbottabad,Late delivery,10244.76,0.0751,3,3,2021,6,0,1,30.8099,152.5703
Same Day,North KPK,KPK,Laptops,Electronics,Consumer,TRANSFER,0,2,0.195,235576.47,379278.12,189639.06,1,1,5,4,0.5953805774278215,0.5940386230058774,0.4316920322291853,80927,2021-04-18 05:58:00,2021-04-19 05:58:00,Swat,Late delivery,131306.09,0.3462,1,1,2021,4,6,1,-27.7721,-15.9598
Standard Class,Urban Sindh,Sindh,Outdoor Sports,Sports,Home Office,CASH,5,5,0.103,41117.74,184413.06,36882.61,1,1,8,6,0.5224103055466837,0.522814498933902,0.7366829702089818,70567,2021-06-13 08:47:00,2021-06-19 08:47:00,Sukkur,Late delivery,19289.61,0.1046,1,6,2021,6,6,1,-10.9813,-3.4325
First Class,Rural Sindh,Sindh,Fitness Equipment,Sports,Home Office,CASH,2,3,0.048,178071.81,508573.09,169524.36,0,1,9,5,0.5224103055466837,0.5220072294280247,0.5351926799225761,94100,2021-05-19 09:05:00,2021-05-22 09:05:00,Larkana,Late delivery,58841.91,0.1157,1,3,2021,5,2,1,-43.1135,19.5572
Second Class,Central Punjab,Punjab,Music,Books & Media,Home Office,PAYMENT,5,2,0.182,200081.8,327333.82,163666.91,0,1,22,5,0.4820809248554913,0.479179810725552,0.6605610122997965,52212,2021-05-19 22:22:00,2021-05-27 22:22:00,Sialkot,Shipping on time,134075.93,0.4096,3,8,2021,5,2,1,17.9072,-87.0025
First Class,Northern Areas,Federal,Car Accessories,Automotive,Corporate,CASH,3,2,0.208,232821.06,368788.56,184394.28,1,1,22,10,0.7340503544365681,0.7303862035462716,0.5351926799225761,51207,2023-10-01 22:48:00,2023-10-06 22:48:00,Islamabad,Late delivery,-31052.0,-0.0842,2,5,2023,10,6,0,1.6076,-28.7532
Same Day,Urban Sindh,Sindh,Furniture,Home & Garden,Consumer,DEBIT,1,2,0.212,106463.42,167786.35,83893.18,0,1,3,7,0.5224103055466837,0.522814498933902,0.4316920322291853,80187,2024-07-05 03:02:00,2024-07-07 03:02:00,Sukkur,Shipping on time,50570.81,0.3014,1,2,2024,7,4,1,-59.9106,-64.4295
Same Day,Urban Sindh,Sindh,Beverages,Food,Consumer,PAYMENT,0,1,0.307,87477.73,60622.07,60622.07,0,1,9,9,0.5224103055466837,0.522814498933902,0.4316920322291853,46362,2024-09-04 09:58:00,2024-09-06 09:58:00,Hyderabad,Shipping on time,-1703.48,-0.0281,2,2,2024,9,2,0,4.7575,-170.3704
First Class,North KPK,KPK,Vitamins,Health,Corporate,CASH,2,2,0.165,105130.12,175567.3,87783.65,1,1,5,11,0.5953805774278215,0.5940386230058774,0.5351926799225761,87425,2022-11-20 05:51:00,2022-11-23 05:51:00,Swat,Late delivery,26194.64,0.1492,1,3,2022,11,6,1,41.4172,29.6456
First Class,South KPK,KPK,Women's Fashion,Clothing,Corporate,TRANSFER,3,3,0.255,193984.58,433555.54,144518.51,0,1,17,6,0.5953805774278215,0.5967233774417139,0.5351926799225761,53287,2022-06-01 17:51:00,2022-06-05 17:51:00,Swat,Late delivery,135486.11,0.3125,1,4,2022,6,2,1,-34.0693,-35.2967
First Class,Northern Areas,Federal,Grocery,Food,Consumer,TRANSFER,3,3,0.271,284923.66,623128.04,207709.35,1,1,1,8,0.7340503544365681,0.7303862035462716,0.5351926799225761,72953,2024-08-04 01:05:00,2024-08-08 01:05:00,Rawalpindi,Late delivery,229747.31,0.3687,1,4,2024,8,6,1,16.8101,46.3205
Same Day,Northern Areas,Federal,GPS & Navigation,Automotive,Corporate,TRANSFER,1,5,0.333,50792.51,169393.02,33878.6,0,1,12,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,16912,2024-07-02 12:31:00,2024-07-07 12:31:00,Gilgit,Late delivery,35589.47,0.2101,4,5,2024,7,1,1,-56.7146,-127.6824
First Class,Rural Sindh,Sindh,Men's Fashion,Clothing,Consumer,PAYMENT,2,1,0.329,159695.38,107155.6,107155.6,0,1,2,6,0.5224103055466837,0.5220072294280247,0.5351926799225761,64375,2022-06-22 02:21:00,2022-06-25 02:21:00,Karachi,Late delivery,5957.85,0.0556,1,3,2022,6,2,1,-22.4205,-31.1744
First Class,South KPK,KPK,Snacks,Food,Corporate,PAYMENT,2,5,0.305,205070.73,712620.79,142524.16,1,1,22,5,0.5953805774278215,0.5967233774417139,0.5351926799225761,42460,2021-05-22 22:12:00,2021-05-27 22:12:00,Mardan,Shipping on time,75751.59,0.1063,3,5,2021,5,5,1,30.363,-89.8059
Standard Class,South KPK,KPK,Men's Fashion,Clothing,Corporate,CASH,6,3,0.049,47535.8,135619.64,45206.55,0,1,0,12,0.5953805774278215,0.5967233774417139,0.7366829702089818,42252,2021-12-10 00:17:00,2021-12-17 00:17:00,Mardan,Late delivery,16111.61,0.1188,1,7,2021,12,4,1,-15.4298,-149.6155
Standard Class,North KPK,KPK,Snacks,Food,Corporate,DEBIT,7,3,0.349,45151.62,88181.11,29393.7,0,1,16,10,0.5953805774278215,0.5940386230058774,0.7366829702089818,34719,2021-10-22 16:11:00,2021-10-31 16:11:00,Swat,Late delivery,34496.45,0.3912,2,9,2021,10,4,1,-30.3738,-90.7277
Standard Class,South Punjab,Punjab,Kitchen,Home & Garden,Home Office,PAYMENT,4,2,0.021,250407.69,490298.26,245149.13,0,1,1,2,0.4820809248554913,0.487797147385103,0.7366829702089818,48256,2023-02-27 01:15:00,2023-03-04 01:15:00,Sialkot,Shipping on time,170819.91,0.3484,1,5,2023,2,0,1,-12.4145,-145.9932
Standard Class,North Balochistan,Balochistan,Personal Care,Health,Home Office,PAYMENT,5,4,0.084,155554.17,569950.48,142487.62,0,1,15,4,0.6475729301995985,0.655679392933365,0.7366829702089818,69787,2023-04-27 15:29:00,2023-05-06 15:29:00,Chaman,Late delivery,73409.62,0.1288,4,9,2023,4,3,1,-37.1562,-142.7165
First Class,Rural Sindh,Sindh,Beverages,Food,Consumer,DEBIT,3,3,0.071,13248.99,36924.94,12308.31,1,1,16,5,0.5224103055466837,0.5220072294280247,0.5351926799225761,24554,2022-05-28 16:07:00,2022-06-02 16:07:00,Karachi,Late delivery,11974.76,0.3243,2,5,2022,5,5,1,32.5084,140.9712
Same Day,Capital Territory,Federal,Kitchen,Home & Garden,Consumer,DEBIT,0,2,0.067,141134.86,263357.65,131678.83,0,1,1,4,0.7340503544365681,0.7377613776137761,0.4316920322291853,95563,2022-04-27 01:34:00,2022-04-29 01:34:00,Muzaffarabad,Late delivery,9796.9,0.0372,2,2,2022,4,2,1,44.187,110.0037
First Class,Central Punjab,Punjab,Women's Fashion,Clothing,Consumer,CASH,2,4,0.008,240023.07,952411.54,238102.88,0,1,10,10,0.4820809248554913,0.479179810725552,0.5351926799225761,12275,2022-10-07 10:47:00,2022-10-10 10:47:00,Multan,Shipping on time,102003.28,0.1071,1,3,2022,10,4,1,56.4878,177.9196
Same Day,North KPK,KPK,Accessories,Clothing,Corporate,CASH,1,3,0.285,142798.27,306302.29,102100.76,0,1,3,7,0.5953805774278215,0.5940386230058774,0.4316920322291853,30602,2024-07-18 03:47:00,2024-07-20 03:47:00,Kohat,Late delivery,49804.75,0.1626,1,2,2024,7,3,1,26.3187,-140.4757
Second Class,South Punjab,Punjab,Furniture,Home & Garden,Consumer,CASH,5,5,0.159,110200.1,463391.42,92678.28,0,1,22,7,0.4820809248554913,0.487797147385103,0.6605610122997965,86432,2023-07-18 22:56:00,2023-07-28 22:56:00,Multan,Shipping on time,-32437.4,-0.07,5,10,2023,7,1,0,64.3612,22.206
Same Day,Rural Sindh,Sindh,Music,Books & Media,Consumer,TRANSFER,0,3,0.178,64063.36,157980.25,52660.08,0,1,7,11,0.5224103055466837,0.5220072294280247,0.4316920322291853,70567,2021-11-19 07:47:00,2021-11-20 07:47:00,Mirpur Khas,Shipping on time,2116.94,0.0134,1,1,2021,11,4,1,69.1528,-95.7019
Second Class,South KPK,KPK,Mobiles & Tablets,Electronics,Corporate,DEBIT,5,5,0.334,60546.42,201619.58,40323.92,0,1,19,2,0.5953805774278215,0.5967233774417139,0.6605610122997965,89082,2024-02-20 19:57:00,2024-02-25 19:57:00,Swat,Shipping on time,13125.43,0.0651,0,5,2024,2,1,1,28.0355,116.7519
First Class,South KPK,KPK,Outdoor Sports,Sports,Home Office,DEBIT,2,3,0.349,198136.13,386959.86,128986.62,0,1,10,7,0.5953805774278215,0.5967233774417139,0.5351926799225761,52130,2022-07-20 10:53:00,2022-07-25 10:53:00,Kohat,Shipping on time,53361.76,0.1379,3,5,2022,7,2,1,48.2417,-73.3513
First Class,Central Punjab,Punjab,Music,Books & Media,Consumer,CASH,2,5,0.128,167499.96,730299.83,146059.97,0,1,23,11,0.4820809248554913,0.479179810725552,0.5351926799225761,11223,2021-11-16 23:33:00,2021-11-23 23:33:00,Sialkot,Late delivery,29650.17,0.0406,5,7,2021,11,1,1,1.5865,119.7815
First Class,South KPK,KPK,Kitchen,Home & Garden,Corporate,PAYMENT,2,5,0.238,7678.26,29254.17,5850.83,0,1,14,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,74237,2023-02-09 14:02:00,2023-02-11 14:02:00,Kohat,Shipping on time,751.83,0.0257,0,2,2023,2,3,1,51.7911,93.4368
Second Class,Urban Sindh,Sindh,Music,Books & Media,Consumer,PAYMENT,5,4,0.315,67761.43,185666.32,46416.58,1,1,9,11,0.5224103055466837,0.522814498933902,0.6605610122997965,93262,2024-11-16 09:42:00,2024-11-23 09:42:00,Mirpur Khas,Late delivery,-15261.77,-0.0822,2,7,2024,11,5,0,29.1321,79.5992
Standard Class,Rural Sindh,Sindh,Music,Books & Media,Corporate,PAYMENT,5,5,0.216,59571.81,233521.5,46704.3,1,1,9,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,21508,2024-09-21 09:00:00,2024-09-27 09:00:00,Karachi,Late delivery,79630.83,0.341,1,6,2024,9,5,1,-45.3117,-116.5869
Same Day,South Punjab,Punjab,Team Sports,Sports,Corporate,PAYMENT,1,2,0.304,274396.52,381959.96,190979.98,0,1,20,8,0.4820809248554913,0.487797147385103,0.4316920322291853,62378,2022-08-15 20:11:00,2022-08-19 20:11:00,Faisalabad,Shipping on time,121539.66,0.3182,3,4,2022,8,0,1,0.0646,144.5626
First Class,Central Punjab,Punjab,Music,Books & Media,Corporate,DEBIT,2,4,0.038,171150.84,658588.43,164647.11,0,1,16,12,0.4820809248554913,0.479179810725552,0.5351926799225761,64510,2023-12-04 16:04:00,2023-12-07 16:04:00,Sialkot,Shipping on time,51896.77,0.0788,1,3,2023,12,0,1,18.8018,-86.4064
Same Day,Northern Areas,Federal,Kitchen,Home & Garden,Home Office,CASH,1,4,0.224,293362.25,910596.42,227649.1,0,1,23,5,0.7340503544365681,0.7303862035462716,0.4316920322291853,58561,2023-05-12 23:15:00,2023-05-18 23:15:00,Muzaffarabad,Late delivery,80041.43,0.0879,5,6,2023,5,4,1,-31.9415,172.3095
Standard Class,Central Punjab,Punjab,Movies & TV,Books & Media,Corporate,CASH,5,3,0.326,192212.0,388652.66,129550.89,0,1,5,1,0.4820809248554913,0.479179810725552,0.7366829702089818,58915,2022-01-20 05:08:00,2022-01-26 05:08:00,Faisalabad,Late delivery,70307.27,0.1809,1,6,2022,1,3,1,0.0646,144.5626
Second Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Home Office,PAYMENT,3,3,0.195,268911.52,649421.32,216473.77,0,1,18,5,0.5224103055466837,0.522814498933902,0.6605610122997965,60834,2023-05-30 18:28:00,2023-06-06 18:28:00,Larkana,Shipping on time,206451.04,0.3179,4,7,2023,5,1,1,-37.9573,-140.3512
Same Day,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,TRANSFER,0,1,0.091,138897.81,126258.11,126258.11,0,1,1,4,0.6475729301995985,0.6395294117647059,0.4316920322291853,84803,2022-04-05 01:22:00,2022-04-06 01:22:00,Gwadar,Late delivery,1603.48,0.0127,1,1,2022,4,1,1,42.5203,-151.3112
First Class,North KPK,KPK,Accessories,Clothing,Home Office,CASH,2,4,0.205,77053.93,245031.5,61257.88,1,1,3,1,0.5953805774278215,0.5940386230058774,0.5351926799225761,11308,2021-01-09 03:08:00,2021-01-12 03:08:00,Mardan,Late delivery,72333.3,0.2952,1,3,2021,1,5,1,-31.8649,-114.8691
Standard Class,Central Punjab,Punjab,Tools & Equipment,Automotive,Corporate,CASH,4,1,0.293,80600.94,56984.86,56984.86,1,1,7,5,0.4820809248554913,0.479179810725552,0.7366829702089818,55337,2023-05-21 07:29:00,2023-05-27 07:29:00,Faisalabad,Late delivery,5675.69,0.0996,2,6,2023,5,6,1,13.3021,-164.3472
Same Day,North Balochistan,Balochistan,Furniture,Home & Garden,Home Office,TRANSFER,0,3,0.172,106463.42,264455.14,88151.71,1,1,11,1,0.6475729301995985,0.655679392933365,0.4316920322291853,91309,2022-01-22 11:26:00,2022-01-23 11:26:00,Turbat,Late delivery,27900.02,0.1055,1,1,2022,1,5,1,59.7604,86.4612
First Class,Rural Sindh,Sindh,Accessories,Clothing,Home Office,TRANSFER,3,3,0.294,92876.56,196712.55,65570.85,1,1,21,9,0.5224103055466837,0.5220072294280247,0.5351926799225761,82979,2021-09-18 21:46:00,2021-09-21 21:46:00,Larkana,Shipping on time,-10917.55,-0.0555,0,3,2021,9,5,0,-10.2836,-43.8134
Second Class,North Balochistan,Balochistan,Books,Books & Media,Corporate,PAYMENT,5,5,0.233,209527.09,803536.39,160707.28,0,1,22,10,0.6475729301995985,0.655679392933365,0.6605610122997965,28184,2024-10-09 22:46:00,2024-10-13 22:46:00,Quetta,Advance shipping,102209.83,0.1272,-1,4,2024,10,2,1,33.4938,-25.6719
Standard Class,Urban Sindh,Sindh,Tools & Equipment,Automotive,Home Office,CASH,4,5,0.011,234283.35,1158531.17,231706.23,0,1,2,10,0.5224103055466837,0.522814498933902,0.7366829702089818,93564,2023-10-27 02:29:00,2023-10-31 02:29:00,Sukkur,Shipping on time,395862.237500001,0.4166,0,4,2023,10,4,1,69.2449,-166.2552
Second Class,South Balochistan,Balochistan,Cameras,Electronics,Corporate,PAYMENT,4,2,0.055,234940.24,444037.05,222018.52,0,1,15,9,0.6475729301995985,0.6395294117647059,0.6605610122997965,52777,2022-09-15 15:11:00,2022-09-21 15:11:00,Turbat,Shipping on time,188005.29,0.4234,2,6,2022,9,3,1,17.2886,111.0511
Standard Class,South KPK,KPK,Books,Books & Media,Consumer,TRANSFER,5,5,0.097,237337.03,1071576.69,214315.34,0,1,1,6,0.5953805774278215,0.5967233774417139,0.7366829702089818,39480,2024-06-05 01:45:00,2024-06-11 01:45:00,Kohat,Late delivery,395862.237500001,0.4462,1,6,2024,6,2,1,33.8646,120.9224
Second Class,Northern Areas,Federal,Medical Supplies,Health,Corporate,DEBIT,5,2,0.296,101861.73,143421.32,71710.66,0,1,22,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,53256,2021-11-15 22:16:00,2021-11-23 22:16:00,Gilgit,Late delivery,21011.22,0.1465,3,8,2021,11,0,1,-15.3762,25.2153
First Class,North Punjab,Punjab,Kitchen,Home & Garden,Home Office,CASH,2,4,0.194,250407.69,807314.39,201828.6,0,1,1,5,0.4820809248554913,0.4793103448275862,0.5351926799225761,18789,2022-05-27 01:23:00,2022-06-01 01:23:00,Gujranwala,Shipping on time,121743.01,0.1508,3,5,2022,5,4,1,11.7653,118.5857
Second Class,South KPK,KPK,Team Sports,Sports,Home Office,TRANSFER,4,2,0.28,218927.68,315255.86,157627.93,0,1,19,1,0.5953805774278215,0.5967233774417139,0.6605610122997965,76234,2024-01-15 19:04:00,2024-01-22 19:04:00,Swat,Late delivery,72414.27,0.2297,3,7,2024,1,0,1,2.4251,-78.3996
Standard Class,Urban Sindh,Sindh,Books,Books & Media,Corporate,CASH,6,1,0.086,116531.8,106510.07,106510.07,1,1,15,6,0.5224103055466837,0.522814498933902,0.7366829702089818,63504,2023-06-24 15:26:00,2023-07-01 15:26:00,Mirpur Khas,Late delivery,31867.81,0.2992,1,7,2023,6,5,1,62.8838,-58.8386
First Class,Rural Sindh,Sindh,Personal Care,Health,Corporate,DEBIT,2,1,0.294,171715.08,121230.85,121230.85,1,1,22,10,0.5224103055466837,0.5220072294280247,0.5351926799225761,96055,2021-10-02 22:51:00,2021-10-06 22:51:00,Larkana,Shipping on time,31580.64,0.2605,2,4,2021,10,5,1,-11.2048,118.3705
First Class,Central Punjab,Punjab,Furniture,Home & Garden,Consumer,DEBIT,3,3,0.16,88140.67,222114.49,74038.16,1,1,23,10,0.4820809248554913,0.479179810725552,0.5351926799225761,63645,2024-10-06 23:52:00,2024-10-11 23:52:00,Faisalabad,Late delivery,79628.04,0.3585,2,5,2024,10,6,1,30.1952,-93.1234
Second Class,North Punjab,Punjab,Tools & Equipment,Automotive,Home Office,PAYMENT,5,1,0.247,55994.28,42163.69,42163.69,0,1,10,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,21849,2024-07-04 10:01:00,2024-07-11 10:01:00,Faisalabad,Late delivery,9292.88,0.2204,2,7,2024,7,3,1,-15.5205,-25.1699
Same Day,North Punjab,Punjab,Team Sports,Sports,Consumer,DEBIT,1,3,0.336,274396.52,546597.87,182199.29,0,1,18,3,0.4820809248554913,0.4793103448275862,0.4316920322291853,34676,2022-03-03 18:44:00,2022-03-06 18:44:00,Gujranwala,Late delivery,172834.25,0.3162,2,3,2022,3,3,1,30.6732,31.4813
First Class,Capital Territory,Federal,Snacks,Food,Corporate,DEBIT,2,3,0.235,195913.34,449621.12,149873.71,0,1,12,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,79606,2023-05-01 12:06:00,2023-05-04 12:06:00,Rawalpindi,Late delivery,56382.49,0.1254,1,3,2023,5,0,1,6.4696,-106.8489
Second Class,South Balochistan,Balochistan,Movies & TV,Books & Media,Home Office,CASH,3,5,0.035,205782.61,992901.09,198580.22,1,1,20,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,11495,2022-04-03 20:45:00,2022-04-08 20:45:00,Khuzdar,Late delivery,-62850.64,-0.0633,2,5,2022,4,6,0,20.8129,53.5494
Same Day,South Balochistan,Balochistan,Vitamins,Health,Home Office,CASH,1,3,0.271,168891.35,369365.38,123121.79,0,1,6,2,0.6475729301995985,0.6395294117647059,0.4316920322291853,59195,2021-02-05 06:41:00,2021-02-11 06:41:00,Khuzdar,Late delivery,65303.8,0.1768,5,6,2021,2,4,1,34.7828,121.144
Standard Class,Rural Sindh,Sindh,Beverages,Food,Consumer,CASH,6,3,0.254,238279.13,533268.69,177756.23,0,1,19,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,54789,2022-02-17 19:15:00,2022-02-23 19:15:00,Sukkur,Shipping on time,-51673.74,-0.0969,0,6,2022,2,3,0,-59.9106,-64.4295
Second Class,Northern Areas,Federal,Snacks,Food,Consumer,TRANSFER,5,1,0.297,61555.23,43273.33,43273.33,1,1,16,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,22388,2023-11-26 16:27:00,2023-12-03 16:27:00,Rawalpindi,Late delivery,3539.76,0.0818,2,7,2023,11,6,1,4.7038,148.5816
Same Day,Rural Sindh,Sindh,Garden Tools,Home & Garden,Home Office,CASH,0,3,0.18,90049.65,221522.14,73840.71,0,1,1,11,0.5224103055466837,0.5220072294280247,0.4316920322291853,21878,2023-11-08 01:43:00,2023-11-09 01:43:00,Hyderabad,Shipping on time,15107.81,0.0682,1,1,2023,11,2,1,18.2554,-126.7624
First Class,Central Punjab,Punjab,Outdoor Sports,Sports,Consumer,PAYMENT,3,1,0.338,198136.13,131166.12,131166.12,0,1,2,2,0.4820809248554913,0.479179810725552,0.5351926799225761,69080,2021-02-22 02:58:00,2021-02-28 02:58:00,Lahore,Late delivery,53633.83,0.4089,3,6,2021,2,0,1,5.7594,-123.5335
Same Day,Northern Areas,Federal,Cameras,Electronics,Consumer,DEBIT,1,2,0.296,234940.24,330795.86,165397.93,0,1,9,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,40405,2024-07-15 09:46:00,2024-07-20 09:46:00,Rawalpindi,Shipping on time,103969.14,0.3143,4,5,2024,7,0,1,-27.8554,-117.6073
Standard Class,Northern Areas,Federal,Grocery,Food,Consumer,TRANSFER,5,2,0.05,164558.49,312661.13,156330.56,1,1,12,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,11739,2024-03-24 12:31:00,2024-03-30 12:31:00,Rawalpindi,Late delivery,3314.21,0.0106,1,6,2024,3,6,1,-12.4133,74.3107
Second Class,Northern Areas,Federal,Personal Care,Health,Consumer,TRANSFER,4,3,0.21,298795.88,708146.24,236048.75,0,1,20,4,0.7340503544365681,0.7303862035462716,0.6605610122997965,11887,2024-04-08 20:02:00,2024-04-14 20:02:00,Rawalpindi,Late delivery,264067.73,0.3729,2,6,2024,4,0,1,-49.7309,-152.2565
