shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Second Class,North Punjab,Punjab,Tools & Equipment,Automotive,Home Office,PAYMENT,5,1,0.247,55994.28,42163.69,42163.69,0,1,10,7,0.4820809248554913,0.4793103448275862,0.6605610122997965,1
Same Day,North Punjab,Punjab,Team Sports,Sports,Consumer,DEBIT,1,3,0.336,274396.52,546597.87,182199.29,0,1,18,3,0.4820809248554913,0.4793103448275862,0.4316920322291853,1
First Class,Capital Territory,Federal,Snacks,Food,Corporate,DEBIT,2,3,0.235,195913.34,449621.12,149873.71,0,1,12,5,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Second Class,South Balochistan,Balochistan,Movies & TV,Books & Media,Home Office,CASH,3,5,0.035,205782.61,992901.09,198580.22,1,1,20,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Same Day,South Balochistan,Balochistan,Vitamins,Health,Home Office,CASH,1,3,0.271,168891.35,369365.38,123121.79,0,1,6,2,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Standard Class,Rural Sindh,Sindh,Beverages,Food,Consumer,CASH,6,3,0.254,238279.13,533268.69,177756.23,0,1,19,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Second Class,Northern Areas,Federal,Snacks,Food,Consumer,TRANSFER,5,1,0.297,61555.23,43273.33,43273.33,1,1,16,11,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Same Day,Rural Sindh,Sindh,Garden Tools,Home & Garden,Home Office,CASH,0,3,0.18,90049.65,221522.14,73840.71,0,1,1,11,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
First Class,Central Punjab,Punjab,Outdoor Sports,Sports,Consumer,PAYMENT,3,1,0.338,198136.13,131166.12,131166.12,0,1,2,2,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Same Day,Northern Areas,Federal,Cameras,Electronics,Consumer,DEBIT,1,2,0.296,234940.24,330795.86,165397.93,0,1,9,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Standard Class,Northern Areas,Federal,Grocery,Food,Consumer,TRANSFER,5,2,0.05,164558.49,312661.13,156330.56,1,1,12,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Second Class,Northern Areas,Federal,Personal Care,Health,Consumer,TRANSFER,4,3,0.21,298795.88,708146.24,236048.75,0,1,20,4,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,South KPK,KPK,Snacks,Food,Home Office,CASH,5,2,0.266,116740.72,171375.38,85687.69,0,1,23,7,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Same Day,South Balochistan,Balochistan,Beverages,Food,Home Office,PAYMENT,1,5,0.202,151258.95,603523.21,120704.64,0,1,12,7,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Second Class,Central Punjab,Punjab,Garden Tools,Home & Garden,Home Office,TRANSFER,5,3,0.234,67932.0,156107.74,52035.91,0,1,6,2,0.4820809248554913,0.479179810725552,0.6605610122997965,0
Same Day,North KPK,KPK,Men's Fashion,Clothing,Consumer,DEBIT,0,2,0.289,132418.62,188299.28,94149.64,1,1,17,6,0.5953805774278215,0.5940386230058774,0.4316920322291853,1
Same Day,South KPK,KPK,Personal Care,Health,Corporate,DEBIT,1,5,0.193,210353.37,848775.85,169755.17,0,1,18,5,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Same Day,Central Punjab,Punjab,Team Sports,Sports,Corporate,CASH,1,2,0.083,218927.68,401513.37,200756.68,0,1,16,1,0.4820809248554913,0.479179810725552,0.4316920322291853,1
Same Day,South Balochistan,Balochistan,Vitamins,Health,Consumer,CASH,1,2,0.132,189034.31,328163.56,164081.78,0,1,8,12,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
Same Day,Northern Areas,Federal,Bedding,Home & Garden,Consumer,PAYMENT,1,2,0.158,202684.99,341321.52,170660.76,0,1,22,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Second Class,South Balochistan,Balochistan,Men's Fashion,Clothing,Corporate,PAYMENT,4,5,0.128,232532.73,1013842.7,202768.54,0,1,18,5,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Same Day,Rural Sindh,Sindh,Outdoor Sports,Sports,Corporate,DEBIT,0,3,0.258,41117.74,91528.09,30509.36,0,1,2,12,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Standard Class,Northern Areas,Federal,Fitness Equipment,Sports,Consumer,CASH,5,3,0.246,125120.63,283022.87,94340.96,0,1,18,5,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Second Class,Urban Sindh,Sindh,Accessories,Clothing,Home Office,PAYMENT,5,2,0.272,85770.04,124881.18,62440.59,0,1,12,12,0.5224103055466837,0.522814498933902,0.6605610122997965,0
First Class,North KPK,KPK,Garden Tools,Home & Garden,Corporate,DEBIT,3,5,0.328,212438.48,713793.29,142758.66,0,1,10,10,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Second Class,Capital Territory,Federal,GPS & Navigation,Automotive,Consumer,CASH,4,5,0.262,133145.25,491305.97,98261.19,0,1,14,10,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
First Class,South Balochistan,Balochistan,Kitchen,Home & Garden,Home Office,CASH,3,5,0.121,19543.3,85892.8,17178.56,0,1,20,3,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Same Day,North Balochistan,Balochistan,Women's Fashion,Clothing,Consumer,TRANSFER,0,5,0.333,10872.73,36260.55,7252.11,0,1,19,9,0.6475729301995985,0.655679392933365,0.4316920322291853,0
Standard Class,North Balochistan,Balochistan,Garden Tools,Home & Garden,Home Office,TRANSFER,7,5,0.126,132947.52,580980.66,116196.13,0,1,8,4,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Second Class,South KPK,KPK,Mobiles & Tablets,Electronics,Corporate,TRANSFER,3,2,0.317,271203.24,370463.63,185231.82,0,1,11,4,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
First Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Corporate,DEBIT,2,4,0.29,132947.52,377570.96,94392.74,0,1,12,1,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Second Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Consumer,CASH,5,5,0.11,137741.0,612947.45,122589.49,1,1,5,5,0.5224103055466837,0.522814498933902,0.6605610122997965,1
Standard Class,Rural Sindh,Sindh,Outdoor Sports,Sports,Consumer,TRANSFER,5,5,0.277,44402.64,160515.54,32103.11,0,1,17,1,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Second Class,South KPK,KPK,Furniture,Home & Garden,Home Office,DEBIT,3,4,0.055,288144.2,1089185.08,272296.27,0,1,9,2,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Second Class,Central Punjab,Punjab,Bedding,Home & Garden,Corporate,TRANSFER,5,4,0.098,90198.36,325435.68,81358.92,1,1,16,4,0.4820809248554913,0.479179810725552,0.6605610122997965,1
Second Class,South Balochistan,Balochistan,Audio,Electronics,Consumer,TRANSFER,5,4,0.082,245166.19,900250.25,225062.56,0,1,22,5,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
First Class,North Punjab,Punjab,GPS & Navigation,Automotive,Home Office,PAYMENT,3,4,0.215,133145.25,418076.09,104519.02,0,1,0,8,0.4820809248554913,0.4793103448275862,0.5351926799225761,1
Standard Class,Capital Territory,Federal,Grocery,Food,Corporate,CASH,4,4,0.262,2958.47,8733.4,2183.35,1,1,1,6,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
First Class,North KPK,KPK,Outdoor Sports,Sports,Corporate,CASH,3,2,0.179,198136.13,325339.53,162669.77,1,1,8,6,0.5953805774278215,0.5940386230058774,0.5351926799225761,0
First Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Consumer,TRANSFER,3,3,0.112,125120.63,333321.36,111107.12,0,1,20,3,0.5224103055466837,0.522814498933902,0.5351926799225761,1
Standard Class,South Punjab,Punjab,Snacks,Food,Corporate,DEBIT,4,1,0.059,61555.23,57923.47,57923.47,0,1,5,8,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Same Day,South KPK,KPK,Kitchen,Home & Garden,Consumer,PAYMENT,1,1,0.175,7678.26,6334.56,6334.56,0,1,7,4,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
First Class,South KPK,KPK,Books,Books & Media,Corporate,DEBIT,2,5,0.062,66147.96,310233.93,62046.79,0,1,22,2,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Second Class,South KPK,KPK,Footwear,Clothing,Consumer,TRANSFER,3,4,0.306,95871.45,266139.15,66534.79,0,1,11,10,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Same Day,South KPK,KPK,Medical Supplies,Health,Consumer,PAYMENT,0,2,0.097,60188.74,108700.86,54350.43,0,1,1,11,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Standard Class,North KPK,KPK,Laptops,Electronics,Home Office,TRANSFER,5,2,0.17,235576.47,391056.94,195528.47,1,1,11,12,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
First Class,North Balochistan,Balochistan,GPS & Navigation,Automotive,Corporate,PAYMENT,3,3,0.09,65960.66,180072.6,60024.2,0,1,7,10,0.6475729301995985,0.655679392933365,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Tools & Equipment,Automotive,Consumer,DEBIT,3,5,0.144,234283.35,1002732.74,200546.55,1,1,8,8,0.6475729301995985,0.655679392933365,0.6605610122997965,1
Same Day,Central Punjab,Punjab,Footwear,Clothing,Consumer,CASH,1,4,0.2,78885.24,252432.77,63108.19,1,1,15,4,0.4820809248554913,0.479179810725552,0.4316920322291853,1
Same Day,Capital Territory,Federal,Snacks,Food,Corporate,CASH,1,5,0.238,182025.08,693515.55,138703.11,0,1,22,2,0.7340503544365681,0.7377613776137761,0.4316920322291853,1
Same Day,Rural Sindh,Sindh,Women's Fashion,Clothing,Home Office,PAYMENT,0,1,0.155,94317.02,79697.88,79697.88,1,1,12,5,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
First Class,Northern Areas,Federal,Footwear,Clothing,Consumer,TRANSFER,2,5,0.074,64727.85,299689.95,59937.99,0,1,0,1,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Standard Class,South Balochistan,Balochistan,Laptops,Electronics,Consumer,PAYMENT,6,4,0.213,259585.85,817176.26,204294.06,0,1,3,1,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Same Day,Capital Territory,Federal,Books,Books & Media,Consumer,TRANSFER,1,4,0.069,109315.87,407092.3,101773.08,0,1,6,4,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Standard Class,South KPK,KPK,Accessories,Clothing,Corporate,PAYMENT,5,5,0.081,147364.11,677138.09,135427.62,1,1,5,7,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
First Class,Urban Sindh,Sindh,Women's Fashion,Clothing,Home Office,TRANSFER,2,3,0.066,255851.57,716896.1,238965.37,1,1,1,3,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Standard Class,Northern Areas,Federal,Fitness Equipment,Sports,Home Office,CASH,4,4,0.342,206175.2,542653.13,135663.28,1,1,15,5,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,Northern Areas,Federal,Fitness Equipment,Sports,Consumer,PAYMENT,6,1,0.211,152861.58,120607.79,120607.79,0,1,18,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,0
Same Day,South Balochistan,Balochistan,Personal Care,Health,Corporate,DEBIT,0,3,0.007,64096.95,190944.81,63648.27,1,1,21,3,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Standard Class,Urban Sindh,Sindh,Beverages,Food,Corporate,CASH,6,3,0.312,118913.81,245438.1,81812.7,1,1,10,10,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Same Day,North Punjab,Punjab,Bedding,Home & Garden,Consumer,DEBIT,0,5,0.162,47634.61,199589.02,39917.8,0,1,18,3,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Standard Class,Capital Territory,Federal,Medical Supplies,Health,Consumer,DEBIT,6,1,0.329,162221.04,108850.32,108850.32,0,1,22,2,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Standard Class,Capital Territory,Federal,Accessories,Clothing,Consumer,DEBIT,5,3,0.319,83131.61,169837.88,56612.63,0,1,20,7,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Standard Class,South KPK,KPK,Tools & Equipment,Automotive,Home Office,PAYMENT,6,3,0.068,41747.31,116725.48,38908.49,1,1,17,10,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Same Day,North KPK,KPK,Grocery,Food,Consumer,PAYMENT,1,1,0.173,163051.11,134843.27,134843.27,0,1,18,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
First Class,North Balochistan,Balochistan,Car Accessories,Automotive,Consumer,CASH,3,4,0.016,12801.52,50386.78,12596.7,0,1,1,7,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,Rural Sindh,Sindh,Outdoor Sports,Sports,Consumer,PAYMENT,7,2,0.062,87437.22,164032.22,82016.11,0,1,18,11,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
Same Day,Central Punjab,Punjab,GPS & Navigation,Automotive,Consumer,CASH,0,5,0.052,1922.43,9112.32,1822.46,1,1,22,4,0.4820809248554913,0.479179810725552,0.4316920322291853,1
Standard Class,Northern Areas,Federal,Personal Care,Health,Consumer,PAYMENT,4,5,0.019,106207.72,520948.87,104189.77,0,1,23,4,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Medical Supplies,Health,Home Office,DEBIT,0,1,0.337,84983.24,56343.89,56343.89,0,1,7,8,0.5224103055466837,0.522814498933902,0.4316920322291853,1
First Class,North Balochistan,Balochistan,Accessories,Clothing,Consumer,TRANSFER,2,3,0.052,83131.61,236426.3,78808.77,0,1,12,10,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Second Class,South Balochistan,Balochistan,Books,Books & Media,Consumer,PAYMENT,5,2,0.297,268369.09,377326.94,188663.47,0,1,14,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,1
Standard Class,Urban Sindh,Sindh,Snacks,Food,Consumer,PAYMENT,7,4,0.095,272139.48,985144.92,246286.23,0,1,2,3,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Same Day,Rural Sindh,Sindh,Accessories,Clothing,Home Office,TRANSFER,0,1,0.112,142798.27,126804.86,126804.86,0,1,13,2,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
First Class,South Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,PAYMENT,3,1,0.242,271203.24,205572.06,205572.06,0,1,5,7,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Second Class,North KPK,KPK,Kitchen,Home & Garden,Home Office,PAYMENT,5,5,0.311,19543.3,67326.67,13465.33,0,1,17,8,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Standard Class,South Punjab,Punjab,Kitchen,Home & Garden,Home Office,DEBIT,4,1,0.127,31551.74,27544.67,27544.67,0,1,21,12,0.4820809248554913,0.487797147385103,0.7366829702089818,0
Same Day,South Balochistan,Balochistan,Beverages,Food,Consumer,TRANSFER,1,5,0.293,87477.73,309233.78,61846.76,0,1,10,1,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Same Day,South KPK,KPK,Men's Fashion,Clothing,Consumer,CASH,0,2,0.117,161291.57,284840.91,142420.45,0,1,0,6,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
Standard Class,Northern Areas,Federal,Car Accessories,Automotive,Home Office,PAYMENT,5,2,0.159,176917.27,297574.85,148787.42,0,1,10,4,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,North Punjab,Punjab,Footwear,Clothing,Consumer,DEBIT,4,3,0.146,10532.56,26984.42,8994.81,1,1,5,11,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Second Class,South Punjab,Punjab,Vitamins,Health,Consumer,DEBIT,5,2,0.296,157450.33,221690.06,110845.03,0,1,7,11,0.4820809248554913,0.487797147385103,0.6605610122997965,1
Standard Class,North KPK,KPK,Accessories,Clothing,Consumer,PAYMENT,6,5,0.187,85770.04,348655.21,69731.04,0,1,23,4,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Same Day,Capital Territory,Federal,Personal Care,Health,Corporate,TRANSFER,1,1,0.283,210353.37,150823.37,150823.37,0,1,23,8,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Standard Class,North Balochistan,Balochistan,Kitchen,Home & Garden,Consumer,PAYMENT,4,5,0.015,293362.25,1230612.4494,246122.49,1,1,19,4,0.6475729301995985,0.655679392933365,0.7366829702089818,1
First Class,Urban Sindh,Sindh,Furniture,Home & Garden,Corporate,CASH,2,4,0.343,63555.97,167025.09,41756.27,1,1,23,11,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,North Balochistan,Balochistan,Cameras,Electronics,Home Office,PAYMENT,3,3,0.146,114685.47,293824.17,97941.39,0,1,13,7,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Same Day,South KPK,KPK,Medical Supplies,Health,Consumer,DEBIT,1,3,0.198,101861.73,245079.32,81693.11,0,1,4,8,0.5953805774278215,0.5967233774417139,0.4316920322291853,1
First Class,Rural Sindh,Sindh,Cameras,Electronics,Home Office,DEBIT,3,4,0.002,21338.75,85184.29,21296.07,0,1,19,10,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
First Class,North KPK,KPK,Furniture,Home & Garden,Consumer,CASH,3,3,0.227,131165.49,304172.77,101390.92,0,1,18,10,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
First Class,North Balochistan,Balochistan,GPS & Navigation,Automotive,Corporate,CASH,2,2,0.348,13757.7,17940.04,8970.02,1,1,7,9,0.6475729301995985,0.655679392933365,0.5351926799225761,1
Standard Class,South Punjab,Punjab,Personal Care,Health,Consumer,DEBIT,5,3,0.172,134475.71,334037.66,111345.89,0,1,18,10,0.4820809248554913,0.487797147385103,0.7366829702089818,0
Second Class,Rural Sindh,Sindh,Garden Tools,Home & Garden,Home Office,PAYMENT,5,3,0.294,44282.2,93789.7,31263.23,0,1,16,3,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
Second Class,Capital Territory,Federal,Bedding,Home & Garden,Corporate,TRANSFER,3,5,0.145,225231.53,962864.79,192572.96,0,1,19,2,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Second Class,North KPK,KPK,Kitchen,Home & Garden,Consumer,PAYMENT,4,3,0.043,250407.69,718920.48,239640.16,0,1,15,12,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Same Day,Rural Sindh,Sindh,GPS & Navigation,Automotive,Corporate,PAYMENT,0,4,0.174,264253.22,873092.64,218273.16,1,1,16,10,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Standard Class,Northern Areas,Federal,Laptops,Electronics,Consumer,TRANSFER,5,3,0.233,54196.06,124705.13,41568.38,1,1,9,3,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,North Balochistan,Balochistan,Mobiles & Tablets,Electronics,Consumer,CASH,5,4,0.338,143176.92,379132.48,94783.12,0,1,3,12,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Same Day,North KPK,KPK,Accessories,Clothing,Corporate,PAYMENT,0,4,0.275,92876.56,269342.02,67335.5,0,1,17,8,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Second Class,Central Punjab,Punjab,Grocery,Food,Corporate,CASH,4,3,0.31,14363.6,29732.65,9910.88,1,1,4,6,0.4820809248554913,0.479179810725552,0.6605610122997965,1
First Class,South KPK,KPK,GPS & Navigation,Automotive,Corporate,PAYMENT,3,5,0.307,42679.1,147883.08,29576.62,1,1,3,12,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Same Day,South Balochistan,Balochistan,Footwear,Clothing,Home Office,DEBIT,0,5,0.171,9863.49,40884.17,8176.83,1,1,7,12,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
Same Day,South KPK,KPK,Fitness Equipment,Sports,Consumer,CASH,1,5,0.277,210046.81,759319.22,151863.84,0,1,17,4,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Second Class,Capital Territory,Federal,Mobiles & Tablets,Electronics,Consumer,CASH,5,3,0.109,82461.33,220419.14,73473.05,0,1,1,8,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Same Day,South Balochistan,Balochistan,Women's Fashion,Clothing,Corporate,PAYMENT,1,4,0.075,240023.07,888085.36,222021.34,0,1,16,5,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
First Class,South KPK,KPK,Snacks,Food,Home Office,PAYMENT,2,2,0.08,275779.17,507433.67,253716.84,1,1,17,12,0.5953805774278215,0.5967233774417139,0.5351926799225761,1
Second Class,South KPK,KPK,Beverages,Food,Consumer,CASH,4,5,0.133,88443.41,383402.18,76680.44,1,1,21,4,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Standard Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Consumer,CASH,7,1,0.008,44282.2,43927.94,43927.94,0,1,0,10,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Standard Class,Rural Sindh,Sindh,Bedding,Home & Garden,Corporate,CASH,7,3,0.303,78709.01,164580.54,54860.18,0,1,10,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
First Class,South Balochistan,Balochistan,Garden Tools,Home & Garden,Consumer,DEBIT,3,2,0.299,212438.48,297838.75,148919.38,0,1,19,9,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Second Class,South KPK,KPK,Vitamins,Health,Consumer,CASH,5,2,0.115,189034.31,334590.73,167295.36,0,1,8,3,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
